InChI	CID	IUPAC_name	Molecular_formula	Molecular_weight	Isomeric_smiles	Canonical_smiles	abbrv	Name
QGWNDRXFNXRZMB-UUOKFMHZSA-K	135398618	[[(2R,3S,4R,5R)-5-(2-amino-6-oxo-1H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-oxidophosphoryl] phosphate	C10H12N5O11P2-3	440.18	C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])OP(=O)([O-])[O-])O)O)N=C(NC2=O)N	C1=NC2=C(N1C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])[O-])O)O)N=C(NC2=O)N	gdp	GDP C10H12N5O11P2
UFJPAQSLHAGEBL-RRKCRQDMSA-J	135398615	[[[(2R,3S,5R)-3-hydroxy-5-(6-oxo-1H-purin-9-yl)oxolan-2-yl]methoxy-oxidophosphoryl]oxy-oxidophosphoryl] phosphate	C10H11N4O13P3-4	488.13	C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=CNC3=O)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O	C1C(C(OC1N2C=NC3=C2N=CNC3=O)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O	ditp	DITP(4-)
PHNGFPPXDJJADG-RRKCRQDMSA-L	135398613	[(2R,3S,5R)-3-hydroxy-5-(6-oxo-1H-purin-9-yl)oxolan-2-yl]methyl phosphate	C10H11N4O7P-2	330.19	C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=CNC3=O)COP(=O)([O-])[O-])O	C1C(C(OC1N2C=NC3=C2N=CNC3=O)COP(=O)([O-])[O-])O	dimp	DIMP C10H12N4O7P
FCQGJGLSOWZZON-UHFFFAOYSA-K	135398611	[(2-amino-4-oxo-7,8-dihydro-3H-pteridin-6-yl)methoxy-oxidophosphoryl] phosphate	C7H8N5O8P2-3	352.11	C1C(=NC2=C(N1)N=C(NC2=O)N)COP(=O)([O-])OP(=O)([O-])[O-]	C1C(=NC2=C(N1)N=C(NC2=O)N)COP(=O)([O-])OP(=O)([O-])[O-]	6hmhptpp	6-hydroxymethyl-dihydropterin pyrophosphate
DGGUVLXVLHAAGT-XINAWCOVSA-J	135398609	[[[(2R,3S)-3-(2-amino-4-oxo-7,8-dihydro-3H-pteridin-6-yl)-2,3-dihydroxypropoxy]-oxidophosphoryl]oxy-oxidophosphoryl] phosphate	C9H12N5O13P3-4	491.14	C1C(=NC2=C(N1)N=C(NC2=O)N)[C@@H]([C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O	C1C(=NC2=C(N1)N=C(NC2=O)N)C(C(COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O	ahdt	2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)dihydropteridine triphosphate
PLSQMGZYOGSOCE-XINAWCOVSA-L	135398607	[(2R,3S)-3-(2-amino-4-oxo-7,8-dihydro-3H-pteridin-6-yl)-2,3-dihydroxypropyl] phosphate	C9H12N5O7P-2	333.19	C1C(=NC2=C(N1)N=C(NC2=O)N)[C@@H]([C@@H](COP(=O)([O-])[O-])O)O	C1C(=NC2=C(N1)N=C(NC2=O)N)C(C(COP(=O)([O-])[O-])O)O	dhpmp	Dihydroneopterin monophosphate
OZRNSSUDZOLUSN-LBPRGKRZSA-L	135398603	(2S)-2-[[4-[(2-amino-4-oxo-7,8-dihydro-3H-pteridin-6-yl)methylamino]benzoyl]amino]pentanedioate	C19H19N7O6-2	441.4	C1C(=NC2=C(N1)N=C(NC2=O)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-]	C1C(=NC2=C(N1)N=C(NC2=O)N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)[O-])C(=O)[O-]	dhf	7,8-Dihydrofolate
YQIFAMYNGGOTFB-XINAWCOVSA-N	135398602	2-amino-6-[(1S,2R)-1,2,3-trihydroxypropyl]-7,8-dihydro-3H-pteridin-4-one	C9H13N5O4	255.23	C1C(=NC2=C(N1)N=C(NC2=O)N)[C@@H]([C@@H](CO)O)O	C1C(=NC2=C(N1)N=C(NC2=O)N)C(C(CO)O)O	dhnpt	Dihydroneopterin
OCLCLRXKNJCOJD-UMMCILCDSA-L	135398600	[(2R,3S,4R,5R)-5-[(2,5-diamino-6-oxo-1H-pyrimidin-4-yl)amino]-3,4-dihydroxyoxolan-2-yl]methyl phosphate	C9H14N5O8P-2	351.21	C([C@@H]1[C@H]([C@H]([C@@H](O1)NC2=C(C(=O)NC(=N2)N)N)O)O)OP(=O)([O-])[O-]	C(C1C(C(C(O1)NC2=C(C(=O)NC(=N2)N)N)O)O)OP(=O)([O-])[O-]	25drapp	2,5-Diamino-6-(ribosylamino)-4-(3H)-pyrimidinone 5'-phosphate
HAAZLUGHYHWQIW-KVQBGUIXSA-J	135398598	[[[(2R,3S,5R)-5-(2-amino-6-oxo-1H-purin-9-yl)-3-hydroxyoxolan-2-yl]methoxy-oxidophosphoryl]oxy-oxidophosphoryl] phosphate	C10H12N5O13P3-4	503.15	C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=C(NC3=O)N)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O	C1C(C(OC1N2C=NC3=C2N=C(NC3=O)N)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O	dgtp	DGTP C10H12N5O13P3
LTFMZDNNPPEQNG-KVQBGUIXSA-L	135398596	[(2R,3S,5R)-5-(2-amino-6-oxo-1H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl phosphate	C10H12N5O7P-2	345.21	C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=C(NC3=O)N)COP(=O)([O-])[O-])O	C1C(C(OC1N2C=NC3=C2N=C(NC3=O)N)COP(=O)([O-])[O-])O	dgmp	DGMP C10H12N5O7P
CIKGWCTVFSRMJU-KVQBGUIXSA-K	135398594	[[(2R,3S,5R)-5-(2-amino-6-oxo-1H-purin-9-yl)-3-hydroxyoxolan-2-yl]methoxy-oxidophosphoryl] phosphate	C10H12N5O10P2-3	424.18	C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=C(NC3=O)N)COP(=O)([O-])OP(=O)([O-])[O-])O	C1C(C(OC1N2C=NC3=C2N=C(NC3=O)N)COP(=O)([O-])OP(=O)([O-])[O-])O	dgdp	DGDP C10H12N5O10P2
VGONTNSXDCQUGY-RRKCRQDMSA-N	135398593	9-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-1H-purin-6-one	C10H12N4O4	252.23	C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=CNC3=O)CO)O	C1C(C(OC1N2C=NC3=C2N=CNC3=O)CO)O	din	Deoxyinosine
YKBGVTZYEHREMT-KVQBGUIXSA-N	135398592	2-amino-9-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-1H-purin-6-one	C10H13N5O4	267.24	C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=C(NC3=O)N)CO)O	C1C(C(OC1N2C=NC3=C2N=C(NC3=O)N)CO)O	dgsn	Deoxyguanosine
HVRNKDVLFAVCJF-VJANTYMQSA-J	135398573	(2S)-2-[[(4S)-4-[[(4S)-4-[[4-[[(6S)-2-amino-5-methyl-4-oxo-3,6,7,8-tetrahydropteridin-6-yl]methylamino]benzoyl]amino]-4-carboxylatobutanoyl]amino]-4-carboxylatobutanoyl]amino]pentanedioate	C30H35N9O12-4	713.7	CN1[C@H](CNC2=C1C(=O)NC(=N2)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])C(=O)[O-])C(=O)[O-]	CN1C(CNC2=C1C(=O)NC(=N2)N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)NC(CCC(=O)NC(CCC(=O)[O-])C(=O)[O-])C(=O)[O-])C(=O)[O-]	mhpglu	5 Methyltetrahydropteroyltri L glutamate C25H36N8O12
RXWVHRYZTWZATH-XSLAGTTESA-J	135398571	(2S)-2-[[(4S)-4-[[(4S)-4-[[4-[[(6S)-2-amino-4-oxo-5,6,7,8-tetrahydro-3H-pteridin-6-yl]methylamino]benzoyl]amino]-4-carboxylatobutanoyl]amino]-4-carboxylatobutanoyl]amino]pentanedioate	C29H33N9O12-4	699.6	C1[C@@H](NC2=C(N1)N=C(NC2=O)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])C(=O)[O-])C(=O)[O-]	C1C(NC2=C(N1)N=C(NC2=O)N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)NC(CCC(=O)NC(CCC(=O)[O-])C(=O)[O-])C(=O)[O-])C(=O)[O-]	hpglu	Tetrahydropteroyltri L glutamate C24H34N8O12
ZOOGRGPOEVQQDX-UUOKFMHZSA-M	135398569	9-[(4aR,6R,7R,7aS)-7-hydroxy-2-oxido-2-oxo-4a,6,7,7a-tetrahydro-4H-furo[3,2-d][1,3,2]dioxaphosphinin-6-yl]-2-amino-1H-purin-6-one	C10H11N5O7P-	344.20	C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3N=C(NC4=O)N)O)OP(=O)(O1)[O-]	C1C2C(C(C(O2)N3C=NC4=C3N=C(NC4=O)N)O)OP(=O)(O1)[O-]	35cgmp	3',5'-Cyclic GMP
CQQNNQTXUGLUEV-UHFFFAOYSA-N	135398568	2-amino-6-(hydroxymethyl)-7,8-dihydro-3H-pteridin-4-one	C7H9N5O2	195.18	C1C(=NC2=C(N1)N=C(NC2=O)N)CO	C1C(=NC2=C(N1)N=C(NC2=O)N)CO	6hmhpt	6-hydroxymethyl dihydropterin
ZNOVTXRBGFNYRX-STQMWFEESA-L	135398560	(2S)-2-[[4-[[(6S)-2-amino-5-methyl-4-oxo-3,6,7,8-tetrahydropteridin-6-yl]methylamino]benzoyl]amino]pentanedioate	C20H23N7O6-2	457.4	CN1[C@H](CNC2=C1C(=O)NC(=N2)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-]	CN1C(CNC2=C1C(=O)NC(=N2)N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)[O-])C(=O)[O-]	5mthf	5-Methyltetrahydrofolate
VVIAGPKUTFNRDU-STQMWFEESA-L	135398558	(2S)-2-[[4-[[(6S)-2-amino-5-formyl-4-oxo-3,6,7,8-tetrahydropteridin-6-yl]methylamino]benzoyl]amino]pentanedioate	C20H21N7O7-2	471.4	C1[C@@H](N(C2=C(N1)N=C(NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-]	C1C(N(C2=C(N1)N=C(NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)[O-])C(=O)[O-]	5fthf	5-Formyltetrahydrofolate
AUFGTPPARQZWDO-YPMHNXCESA-L	135398555	(2S)-2-[[4-[[(6R)-2-amino-4-oxo-5,6,7,8-tetrahydro-3H-pteridin-6-yl]methyl-formylamino]benzoyl]amino]pentanedioate	C20H21N7O7-2	471.4	C1[C@@H](NC2=C(N1)N=C(NC2=O)N)CN(C=O)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-]	C1C(NC2=C(N1)N=C(NC2=O)N)CN(C=O)C3=CC=C(C=C3)C(=O)NC(CCC(=O)[O-])C(=O)[O-]	10fthf	10-Formyltetrahydrofolate
OYIFNHCXNCRBQI-BYPYZUCNSA-M	132512209	(5S)-5-amino-6-hydroxy-6-oxohexanoate	C6H10NO4-	160.15	C(C[C@@H](C(=O)O)N)CC(=O)[O-]	C(CC(C(=O)O)N)CC(=O)[O-]	L2aadp	L 2 Aminoadipate C6H10NO4
PMWATMXOQQZNBX-DKBZLLMOSA-J	131770481	(2R)-4-[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonatooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethyl-N-[3-[2-[(E)-2-methylbut-2-enoyl]sulfanylethylimino]-3-oxidopropyl]butanimidate	C26H38N7O17P3S-4	845.6	C/C=C(\C)/C(=O)SCCN=C(CCN=C([C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O)[O-])[O-]	CC=C(C)C(=O)SCCN=C(CCN=C(C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O)[O-])[O-]	2mb2coa	Trans-2-Methylbut-2-enoyl-CoA
SDCJNZZAOLRVCP-GTOSQJSUSA-L	126961030	[3-[[(2R)-2,3-di(tetradecanoyloxy)propoxy]-oxidophosphoryl]oxy-2-hydroxypropyl] [(2R)-2,3-di(tetradecanoyloxy)propyl] phosphate	C65H124O17P2-2	1239.6	CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC(COP(=O)([O-])OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC)O)OC(=O)CCCCCCCCCCCCC	CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(COP(=O)([O-])OCC(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC)O)OC(=O)CCCCCCCCCCCCC	clpn140	Cardiolipin (tetratetradecanoyl, n-C14:0)
OTEACGAEDCIMBS-NOTSHUFBSA-I	121225556	(4S)-6-[2-[3-[[(2R)-4-[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonatooxyoxolan-2-yl]methoxy-oxidophosphoryl]oxy-oxidophosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-4-hydroxy-6-oxohexanoate	C27H39N7O20P3S-5	906.6	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])[C@H](C(=O)NCCC(=O)NCCSC(=O)C[C@H](CCC(=O)[O-])O)O	CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])C(C(=O)NCCC(=O)NCCSC(=O)CC(CCC(=O)[O-])O)O	3hadpcoa	(3S)-3-Hydroxyadipyl-CoA
XHFVGHPGDLDEQO-ZETCQYMHSA-K	102590471	3-[[(2R)-2-hydroxy-4-[hydroxy(oxido)phosphoryl]oxy-3,3-dimethyl-1-oxidobutylidene]amino]propanoate	C9H15NO8P-3	296.19	CC(C)(COP(=O)(O)[O-])[C@H](C(=NCCC(=O)[O-])[O-])O	CC(C)(COP(=O)(O)[O-])C(C(=NCCC(=O)[O-])[O-])O	4ppan	D-4'-Phosphopantothenate
ICFWXMWHAMIZGF-WNAWUNHNSA-L	102515032	[[(2R,3S,4R,5R)-5-(4-amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-oxidophosphoryl] [(2R)-2,3-di(tetradecanoyloxy)propyl] phosphate	C40H71N3O15P2-2	895.9	CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC(=NC2=O)N)O)O)OC(=O)CCCCCCCCCCCCC	CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O)OC(=O)CCCCCCCCCCCCC	cdpdtdecg	CDP-1,2-ditetradecanoylglycerol
NGVDGCNFYWLIFO-UHFFFAOYSA-L	102295918	(4-formyl-6-methyl-5-oxidopyridin-3-yl)methyl hydrogen phosphate	C8H8NO6P-2	245.13	CC1=NC=C(C(=C1[O-])C=O)COP(=O)(O)[O-]	CC1=NC=C(C(=C1[O-])C=O)COP(=O)(O)[O-]	pydx5p	Pyridoxal 5'-phosphate
ODHCTXKNWHHXJC-VKHMYHEASA-M	102268616	(2S)-2-carboxy-3,4-dihydro-2H-pyrrol-5-olate	C5H6NO3-	128.11	C1CC(=N[C@@H]1C(=O)O)[O-]	C1CC(=NC1C(=O)O)[O-]	5oxpro	5-Oxoproline
NMPZCCZXCOMSDQ-XVFCMESISA-M	102059546	1-[(3aR,4R,6R,6aR)-2-hydroxy-6-(hydroxymethyl)-2-oxo-3a,4,6,6a-tetrahydrofuro[3,4-d][1,3,2]dioxaphosphol-4-yl]-4-iminopyrimidin-2-olate	C9H11N3O7P-	304.17	C1=CN(C(=NC1=N)[O-])[C@H]2[C@H]3[C@@H]([C@H](O2)CO)OP(=O)(O3)O	C1=CN(C(=NC1=N)[O-])C2C3C(C(O2)CO)OP(=O)(O3)O	23ccmp	2',3'-Cyclic CMP
YPZRHBJKEMOYQH-UYBVJOGSSA-L	101988591	10-[(2S,3S,4R)-5-[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2,3,4-trihydroxypentyl]-7,8-dimethyl-5H-benzo[g]pteridine-2,4-diolate	C27H33N9O15P2-2	785.5	CC1=CC2=C(C=C1C)N(C3=C(N2)C(=NC(=N3)[O-])[O-])C[C@@H]([C@@H]([C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O	CC1=CC2=C(C=C1C)N(C3=C(N2)C(=NC(=N3)[O-])[O-])CC(C(C(COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O	fadh2	Flavin adenine dinucleotide reduced
YTNIXZGTHTVJBW-SCRDCRAPSA-L	101988590	7,8-dimethyl-10-[(2S,3S,4R)-2,3,4-trihydroxy-5-phosphonooxypentyl]-5H-benzo[g]pteridine-2,4-diolate	C17H21N4O9P-2	456.3	CC1=CC2=C(C=C1C)N(C3=C(N2)C(=NC(=N3)[O-])[O-])C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O	CC1=CC2=C(C=C1C)N(C3=C(N2)C(=NC(=N3)[O-])[O-])CC(C(C(COP(=O)(O)O)O)O)O	fmnh2	Reduced FMN
RWSXRVCMGQZWBV-WDSKDSINSA-M	101692668	(4S)-4-amino-N-[(2R)-1-(carboxymethylamino)-1-oxo-3-sulfanylpropan-2-yl]-5-hydroxy-5-oxopentanimidate	C10H16N3O6S-	306.32	C(CC(=N[C@@H](CS)C(=O)NCC(=O)O)[O-])[C@@H](C(=O)O)N	C(CC(=NC(CS)C(=O)NCC(=O)O)[O-])C(C(=O)O)N	gthrd	Reduced glutathione
NOKPBJYHPHHWAN-REOHCLBHSA-M	101610604	(2R)-2-amino-3-sulfosulfanylpropanoate	C3H6NO5S2-	200.2	C([C@@H](C(=O)[O-])N)SS(=O)(=O)O	C(C(C(=O)[O-])N)SS(=O)(=O)O	scys__L	S-Sulfo-L-cysteine
CCVYRRGZDBSHFU-UHFFFAOYSA-M	101569100	2-(carboxymethyl)phenolate	C8H7O3-	151.14	C1=CC=C(C(=C1)CC(=O)O)[O-]	C1=CC=C(C(=C1)CC(=O)O)[O-]	2hyoxplac	2-Hydroxyphenylacetate
FFQKYPRQEYGKAF-UHFFFAOYSA-L	101501054	[hydroxy(oxido)phosphoryl]oxymethanimidate	CH2NO5P-2	139.00	C(=N)([O-])OP(=O)(O)[O-]	C(=N)([O-])OP(=O)(O)[O-]	cbp	Carbamoyl phosphate
GYOZYWVXFNDGLU-XLPZGREQSA-L	101162745	[(2R,3S,5R)-3-hydroxy-5-(5-methyl-4-oxido-2-oxopyrimidin-1-yl)oxolan-2-yl]methyl hydrogen phosphate	C10H13N2O8P-2	320.19	CC1=CN(C(=O)N=C1[O-])[C@H]2C[C@@H]([C@H](O2)COP(=O)(O)[O-])O	CC1=CN(C(=O)N=C1[O-])C2CC(C(O2)COP(=O)(O)[O-])O	dtmp	DTMP C10H13N2O8P
LTFMZDNNPPEQNG-KVQBGUIXSA-L	101162744	[(2R,3S,5R)-5-(2-amino-6-oxidopurin-9-yl)-3-hydroxyoxolan-2-yl]methyl hydrogen phosphate	C10H12N5O7P-2	345.21	C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=C(N=C3[O-])N)COP(=O)(O)[O-])O	C1C(C(OC1N2C=NC3=C2N=C(N=C3[O-])N)COP(=O)(O)[O-])O	dgmp	DGMP C10H12N5O7P
NCMVOABPESMRCP-SHYZEUOFSA-L	101162743	[(2R,3S,5R)-3-hydroxy-5-(4-imino-2-oxidopyrimidin-1-yl)oxolan-2-yl]methyl hydrogen phosphate	C9H12N3O7P-2	305.18	C1[C@@H]([C@H](O[C@H]1N2C=CC(=N)N=C2[O-])COP(=O)(O)[O-])O	C1C(C(OC1N2C=CC(=N)N=C2[O-])COP(=O)(O)[O-])O	dcmp	DCMP C9H12N3O7P
BPHQZTVXXXJVHI-AJQTZOPKSA-M	101129329	[(2S)-2,3-dihydroxypropyl] [(2R)-2,3-di(tetradecanoyloxy)propyl] phosphate	C34H66O10P-	665.9	CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OC[C@H](CO)O)OC(=O)CCCCCCCCCCCCC	CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(CO)O)OC(=O)CCCCCCCCCCCCC	pg140	Phosphatidylglycerol (ditetradecanoyl, n-C14:0)
JGSARLDLIJGVTE-MBNYWOFBSA-M	101108706	N-[(2S,5R,6R)-2-carboxy-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptan-6-yl]-2-phenylethanimidate	C16H17N2O4S-	333.4	CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)N=C(CC3=CC=CC=C3)[O-])C(=O)O)C	CC1(C(N2C(S1)C(C2=O)N=C(CC3=CC=CC=C3)[O-])C(=O)O)C	peng	Penicillin G C16H18N2O4S
QZDSXQJWBGMRLU-UHFFFAOYSA-M	101055207	2-(2-carboxyethyl)-6-hydroxyphenolate	C9H9O4-	181.16	C1=CC(=C(C(=C1)O)[O-])CCC(=O)O	C1=CC(=C(C(=C1)O)[O-])CCC(=O)O	dhpppn	3-(2,3-Dihydroxyphenyl)propanoate
HWDMHJDYMFRXOX-XVFCMESISA-M	100969777	1-[(3aR,4R,6R,6aR)-2-hydroxy-6-(hydroxymethyl)-2-oxo-3a,4,6,6a-tetrahydrofuro[3,4-d][1,3,2]dioxaphosphol-4-yl]-2-oxopyrimidin-4-olate	C9H10N2O8P-	305.16	C1=CN(C(=O)N=C1[O-])[C@H]2[C@H]3[C@@H]([C@H](O2)CO)OP(=O)(O3)O	C1=CN(C(=O)N=C1[O-])C2C3C(C(O2)CO)OP(=O)(O3)O	23cump	2',3'-Cyclic UMP
KIHAGWUUUHJRMS-JOCHJYFZSA-N	90658453	2-azaniumylethyl [(2R)-3-hydroxy-2-octadecanoyloxypropyl] phosphate	C23H48NO7P	481.6	CCCCCCCCCCCCCCCCCC(=O)O[C@H](CO)COP(=O)([O-])OCC[NH3+]	CCCCCCCCCCCCCCCCCC(=O)OC(CO)COP(=O)([O-])OCC[NH3+]	2agpe180	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0)
NMEYBPUHJHMRHU-IEXPHMLFSA-J	90658161	[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-2-[[[[(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-[[3-oxo-3-[2-(3-oxopropanoylsulfanyl)ethylamino]propyl]amino]butoxy]-oxidophosphoryl]oxy-oxidophosphoryl]oxymethyl]oxolan-3-yl] phosphate	C24H34N7O18P3S-4	833.6	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])[C@H](C(=O)NCCC(=O)NCCSC(=O)CC=O)O	CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])C(C(=O)NCCC(=O)NCCSC(=O)CC=O)O	3opcoa	3-oxopropionyl-CoA
WZMAIEGYXCOYSH-SFKGBVSGSA-J	90657405	[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-2-[[[[(3R)-3-hydroxy-4-[[3-[2-[(3S)-3-hydroxyoctadecanoyl]sulfanylethylamino]-3-oxopropyl]amino]-2,2-dimethyl-4-oxobutoxy]-oxidophosphoryl]oxy-oxidophosphoryl]oxymethyl]oxolan-3-yl] phosphate	C39H66N7O18P3S-4	1046.0	CCCCCCCCCCCCCCC[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O)O	CCCCCCCCCCCCCCCC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O)O	3hodcoa	(S)-3-Hydroxyoctadecanoyl-CoA
CKPBBEOJHAPPBT-HXUWFJFHSA-N	90657394	2-azaniumylethyl [(2R)-2-hexadecanoyloxy-3-hydroxypropyl] phosphate	C21H44NO7P	453.5	CCCCCCCCCCCCCCCC(=O)O[C@H](CO)COP(=O)([O-])OCC[NH3+]	CCCCCCCCCCCCCCCC(=O)OC(CO)COP(=O)([O-])OCC[NH3+]	2agpe160	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0)
KGVLFEPQSVUIRC-FYQNUYSYSA-L	90657321	(2S)-2-[[(2R)-2-[[(2S)-2-[[(2R)-2-[(2R,3S,4R,5S)-5-acetamido-3-hydroxy-2-(hydroxymethyl)oxan-4-yl]oxypropanoyl]amino]propanoyl]amino]-4-carboxylatobutanoyl]amino]-6-azaniumylheptanedioate	C26H41N5O14-2	647.6	C[C@@H](C(=O)N[C@H](CCC(=O)[O-])C(=O)N[C@@H](CCCC(C(=O)[O-])[NH3+])C(=O)[O-])NC(=O)[C@@H](C)O[C@@H]1[C@H](CO[C@@H]([C@H]1O)CO)NC(=O)C	CC(C(=O)NC(CCC(=O)[O-])C(=O)NC(CCCC(C(=O)[O-])[NH3+])C(=O)[O-])NC(=O)C(C)OC1C(COC(C1O)CO)NC(=O)C	anhm3p	1,6-anhydrous-N-Acetylmuramyl-tripeptide
