Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Transcript name	Protein accession	Protein name	Protein length	Locus tag
NZ_CP129672.1	216313	217749		plus	efflux transporter outer membrane subunit			protein-coding			WP_302091003.1	efflux transporter outer membrane subunit	478	QYQ99_RS00890
NZ_CP129672.1	217840	218034		minus	hypothetical protein			protein-coding			WP_302091004.1	hypothetical protein	64	QYQ99_RS00895
NZ_CP129672.1	218033	218392		plus	hypothetical protein			protein-coding			WP_302091005.1	hypothetical protein	119	QYQ99_RS00900
NZ_CP129672.1	218444	218647		plus	hypothetical protein			protein-coding			WP_302091006.1	hypothetical protein	67	QYQ99_RS00905
NZ_CP129672.1	218727	219563		minus	hypothetical protein			protein-coding			WP_302091007.1	hypothetical protein	278	QYQ99_RS00910
NZ_CP129672.1	220164	220841		minus	Crp/Fnr family transcriptional regulator			protein-coding			WP_302091008.1	Crp/Fnr family transcriptional regulator	225	QYQ99_RS00915
NZ_CP129672.1	220943	221935		plus	ABC transporter substrate-binding protein			protein-coding			WP_302091009.1	ABC transporter substrate-binding protein	330	QYQ99_RS00920
NZ_CP129672.1	221947	222747		plus	ABC transporter ATP-binding protein			protein-coding			WP_302091010.1	ABC transporter ATP-binding protein	266	QYQ99_RS00925
NZ_CP129672.1	222737	223492		plus	ABC transporter permease			protein-coding			WP_409812533.1	ABC transporter permease	251	QYQ99_RS00930
NZ_CP129672.1	223537	224436		plus	TauD/TfdA dioxygenase family protein			protein-coding			WP_302091012.1	TauD/TfdA dioxygenase family protein	299	QYQ99_RS00935
NZ_CP129672.1	224477	224653		plus	aldehyde dehydrogenase family protein			protein-coding			WP_302091013.1	aldehyde dehydrogenase family protein	58	QYQ99_RS00940
NZ_CP129672.1	224650	224823		minus	uncharacterized gene			pseudogene						QYQ99_RS28325
NZ_CP129672.1	224820	225686		minus	hypothetical protein			protein-coding			WP_302091014.1	hypothetical protein	288	QYQ99_RS00945
NZ_CP129672.1	225766	226893		minus	porin			protein-coding			WP_302091015.1	porin	375	QYQ99_RS00950
NZ_CP129672.1	226945	227940		minus	Bug family tripartite tricarboxylate transporter substrate binding protein			protein-coding			WP_302091016.1	Bug family tripartite tricarboxylate transporter substrate binding protein	331	QYQ99_RS00955
NZ_CP129672.1	228071	228400		minus	NIPSNAP family protein			protein-coding			WP_302091017.1	NIPSNAP family protein	109	QYQ99_RS00960
NZ_CP129672.1	228397	230112		minus	FAD-dependent oxidoreductase			protein-coding			WP_302091018.1	FAD-dependent oxidoreductase	571	QYQ99_RS00965
NZ_CP129672.1	230129	230959		minus	SDR family NAD(P)-dependent oxidoreductase			protein-coding			WP_302091019.1	SDR family NAD(P)-dependent oxidoreductase	276	QYQ99_RS00970
NZ_CP129672.1	231117	232040		plus	helix-turn-helix domain-containing protein			protein-coding			WP_302091020.1	helix-turn-helix domain-containing protein	307	QYQ99_RS00975
NZ_CP129672.1	232519	232995		minus	MarR family winged helix-turn-helix transcriptional regulator			protein-coding			WP_302091021.1	MarR family winged helix-turn-helix transcriptional regulator	158	QYQ99_RS00980
NZ_CP129672.1	233271	233510		minus	hypothetical protein			protein-coding			WP_302091022.1	hypothetical protein	79	QYQ99_RS00985
NZ_CP129672.1	233538	233810		minus	hypothetical protein			protein-coding			WP_302091023.1	hypothetical protein	90	QYQ99_RS00990
NZ_CP129672.1	233843	234706		minus	alpha/beta hydrolase			protein-coding			WP_302091024.1	alpha/beta hydrolase	287	QYQ99_RS00995
NZ_CP129672.1	235173	236219		minus	4-hydroxy-2-oxovalerate aldolase	dmpG		protein-coding			WP_302091025.1	4-hydroxy-2-oxovalerate aldolase	348	QYQ99_RS01000
NZ_CP129672.1	236235	237176		minus	acetaldehyde dehydrogenase (acetylating)			protein-coding			WP_302091026.1	acetaldehyde dehydrogenase (acetylating)	313	QYQ99_RS01005
NZ_CP129672.1	237288	238052		minus	2-keto-4-pentenoate hydratase			protein-coding			WP_302091027.1	2-keto-4-pentenoate hydratase	254	QYQ99_RS01010
NZ_CP129672.1	238049	238861		minus	2-keto-4-pentenoate hydratase	mhpD		protein-coding			WP_302091028.1	2-keto-4-pentenoate hydratase	270	QYQ99_RS01015
NZ_CP129672.1	238873	239307		minus	RidA family protein			protein-coding			WP_302091029.1	RidA family protein	144	QYQ99_RS01020
NZ_CP129672.1	239327	240787		minus	2-hydroxymuconic semialdehyde dehydrogenase			protein-coding			WP_302091030.1	2-hydroxymuconic semialdehyde dehydrogenase	486	QYQ99_RS01025
NZ_CP129672.1	240832	241644		minus	tRNA U-34 5-methylaminomethyl-2-thiouridine biosynthesis protein			protein-coding			WP_302091031.1	tRNA U-34 5-methylaminomethyl-2-thiouridine biosynthesis protein	270	QYQ99_RS01030
NZ_CP129672.1	241675	242598		minus	tRNA U-34 5-methylaminomethyl-2-thiouridine biosynthesis protein			protein-coding			WP_302091032.1	tRNA U-34 5-methylaminomethyl-2-thiouridine biosynthesis protein	307	QYQ99_RS01035
NZ_CP129672.1	242610	243011		minus	RidA family protein			protein-coding			WP_302091033.1	RidA family protein	133	QYQ99_RS01040
NZ_CP129672.1	243281	243700		minus	uncharacterized gene			pseudogene						QYQ99_RS01045
NZ_CP129672.1	243643	244614		minus	IS481 family transposase			protein-coding			WP_302091034.1	IS481 family transposase	323	QYQ99_RS01050
NZ_CP129672.1	244767	245246		minus	hypothetical protein			protein-coding			WP_302091035.1	hypothetical protein	159	QYQ99_RS01055
NZ_CP129672.1	245428	245637		minus	DDE-type integrase/transposase/recombinase			protein-coding			WP_302091036.1	DDE-type integrase/transposase/recombinase	69	QYQ99_RS01060
NZ_CP129672.1	246142	247008		minus	hypothetical protein			protein-coding			WP_302091037.1	hypothetical protein	288	QYQ99_RS01065
NZ_CP129672.1	247907	248233		plus	winged helix-turn-helix domain-containing protein			protein-coding			WP_302091038.1	winged helix-turn-helix domain-containing protein	108	QYQ99_RS01070
NZ_CP129672.1	248553	248837		plus	hypothetical protein			protein-coding			WP_302091039.1	hypothetical protein	94	QYQ99_RS01075
NZ_CP129672.1	249006	249887		plus	nitroreductase family protein			protein-coding			WP_302091040.1	nitroreductase family protein	293	QYQ99_RS01080
NZ_CP129672.1	249988	250617		minus	molybdate ABC transporter permease subunit	modB		protein-coding			WP_302091041.1	molybdate ABC transporter permease subunit	209	QYQ99_RS01085
NZ_CP129672.1	250686	251489		minus	molybdate ABC transporter substrate-binding protein	modA		protein-coding			WP_302091042.1	molybdate ABC transporter substrate-binding protein	267	QYQ99_RS01090
NZ_CP129672.1	251578	252060		plus	tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO	tsaA		protein-coding			WP_302091043.1	tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO	160	QYQ99_RS01095
NZ_CP129672.1	252587	254275		minus	long-chain fatty acid--CoA ligase			protein-coding			WP_302091044.1	long-chain fatty acid--CoA ligase	562	QYQ99_RS01100
NZ_CP129672.1	254459	254971		plus	pyridoxamine 5'-phosphate oxidase			protein-coding			WP_302091045.1	pyridoxamine 5'-phosphate oxidase	170	QYQ99_RS01105
NZ_CP129672.1	254968	255501		minus	hypothetical protein			protein-coding			WP_302091046.1	hypothetical protein	177	QYQ99_RS01110
NZ_CP129672.1	255580	256980		minus	MBL fold metallo-hydrolase RNA specificity domain-containing protein			protein-coding			WP_302091047.1	MBL fold metallo-hydrolase RNA specificity domain-containing protein	466	QYQ99_RS01115
NZ_CP129672.1	257176	258639		minus	efflux transporter outer membrane subunit			protein-coding			WP_302093080.1	efflux transporter outer membrane subunit	487	QYQ99_RS01120
NZ_CP129672.1	258653	261883		minus	efflux RND transporter permease subunit			protein-coding			WP_302091048.1	efflux RND transporter permease subunit	1076	QYQ99_RS01125
NZ_CP129672.1	261906	263147		minus	efflux RND transporter periplasmic adaptor subunit			protein-coding			WP_302091049.1	efflux RND transporter periplasmic adaptor subunit	413	QYQ99_RS01130
NZ_CP129672.1	263328	264152		minus	alpha/beta hydrolase			protein-coding			WP_302091050.1	alpha/beta hydrolase	274	QYQ99_RS01135
NZ_CP129672.1	264329	265255		plus	LysR family transcriptional regulator			protein-coding			WP_275054729.1	LysR family transcriptional regulator	308	QYQ99_RS01140
NZ_CP129672.1	265294	269349		minus	ATP-dependent RNA helicase HrpA	hrpA		protein-coding			WP_302091051.1	ATP-dependent RNA helicase HrpA	1351	QYQ99_RS01145
NZ_CP129672.1	269625	270803		plus	metallophosphoesterase			protein-coding			WP_302091052.1	metallophosphoesterase	392	QYQ99_RS01150
NZ_CP129672.1	271274	271378		plus	uncharacterized gene			pseudogene						QYQ99_RS01155
NZ_CP129672.1	271556	272107		plus	zinc ribbon domain-containing protein			protein-coding			WP_302093081.1	zinc ribbon domain-containing protein	183	QYQ99_RS01160
NZ_CP129672.1	272112	272774		plus	hypothetical protein			protein-coding			WP_302091053.1	hypothetical protein	220	QYQ99_RS01165
NZ_CP129672.1	272840	274378		plus	zinc ribbon domain-containing protein			protein-coding			WP_302091054.1	zinc ribbon domain-containing protein	512	QYQ99_RS01170
NZ_CP129672.1	274481	276361		minus	enterochelin esterase domain-containing protein			protein-coding			WP_302091055.1	enterochelin esterase domain-containing protein	626	QYQ99_RS01175
NZ_CP129672.1	276378	278615		minus	TonB-dependent receptor			protein-coding			WP_302091056.1	TonB-dependent receptor	745	QYQ99_RS01180
NZ_CP129672.1	278770	280050		minus	XAC2610-related protein			protein-coding			WP_302091057.1	XAC2610-related protein	426	QYQ99_RS01185
NZ_CP129672.1	280186	281379		plus	MFS transporter			protein-coding			WP_302091058.1	MFS transporter	397	QYQ99_RS01190
NZ_CP129672.1	282283	282873		plus	A24 family peptidase			protein-coding			WP_302091059.1	A24 family peptidase	196	QYQ99_RS01195
NZ_CP129672.1	282906	283751		plus	Flp pilus assembly protein CpaB	cpaB		protein-coding			WP_302091060.1	Flp pilus assembly protein CpaB	281	QYQ99_RS01200
NZ_CP129672.1	283817	285373		plus	type II and III secretion system protein family protein			protein-coding			WP_302091061.1	type II and III secretion system protein family protein	518	QYQ99_RS01205
NZ_CP129672.1	285388	285717		plus	hypothetical protein			protein-coding			WP_302091062.1	hypothetical protein	109	QYQ99_RS01210
NZ_CP129672.1	285881	286090		plus	Flp family type IVb pilin			protein-coding			WP_302091063.1	Flp family type IVb pilin	69	QYQ99_RS01215
NZ_CP129672.1	286277	286486		plus	Flp family type IVb pilin			protein-coding			WP_114862404.1	Flp family type IVb pilin	69	QYQ99_RS01220
NZ_CP129672.1	286603	287814		plus	pilus assembly protein TadG-related protein			protein-coding			WP_302091064.1	pilus assembly protein TadG-related protein	403	QYQ99_RS01225
NZ_CP129672.1	287820	288263		plus	TadE/TadG family type IV pilus assembly protein			protein-coding			WP_034408168.1	TadE/TadG family type IV pilus assembly protein	147	QYQ99_RS01230
NZ_CP129672.1	288260	288703		plus	TadE family protein			protein-coding			WP_034408038.1	TadE family protein	147	QYQ99_RS01235
NZ_CP129672.1	288719	289879		plus	AAA family ATPase			protein-coding			WP_302091065.1	AAA family ATPase	386	QYQ99_RS01240
NZ_CP129672.1	289907	291322		plus	CpaF family protein			protein-coding			WP_437439056.1	CpaF family protein	471	QYQ99_RS01245
NZ_CP129672.1	291344	292333		plus	type II secretion system F family protein			protein-coding			WP_302091066.1	type II secretion system F family protein	329	QYQ99_RS01250
NZ_CP129672.1	292361	293272		plus	type II secretion system F family protein			protein-coding			WP_302091067.1	type II secretion system F family protein	303	QYQ99_RS01255
NZ_CP129672.1	293745	295091		plus	amino-acid N-acetyltransferase	argA		protein-coding			WP_302091068.1	amino-acid N-acetyltransferase	448	QYQ99_RS01260
NZ_CP129672.1	295190	296005		minus	AraC family transcriptional regulator			protein-coding			WP_302091069.1	AraC family transcriptional regulator	271	QYQ99_RS01265
NZ_CP129672.1	296281	297960		plus	2-isopropylmalate synthase			protein-coding			WP_302091070.1	2-isopropylmalate synthase	559	QYQ99_RS01270
NZ_CP129672.1	298214	300607		plus	adenosylcobalamin-dependent ribonucleoside-diphosphate reductase			protein-coding			WP_302091071.1	adenosylcobalamin-dependent ribonucleoside-diphosphate reductase	797	QYQ99_RS01275
NZ_CP129672.1	300838	301485		plus	dihydrofolate reductase family protein			protein-coding			WP_302091072.1	dihydrofolate reductase family protein	215	QYQ99_RS01280
NZ_CP129672.1	302499	303929		minus	chloride channel protein			protein-coding			WP_302091073.1	chloride channel protein	476	QYQ99_RS01285
NZ_CP129672.1	304283	304639		minus	DUF3325 domain-containing protein			protein-coding			WP_302091074.1	DUF3325 domain-containing protein	118	QYQ99_RS01290
NZ_CP129672.1	304636	304938		minus	hypothetical protein			protein-coding			WP_302091075.1	hypothetical protein	100	QYQ99_RS01295
NZ_CP129672.1	304962	306590		minus	PepSY-associated TM helix domain-containing protein			protein-coding			WP_302091076.1	PepSY-associated TM helix domain-containing protein	542	QYQ99_RS01300
NZ_CP129672.1	306601	309138		minus	TonB-dependent siderophore receptor			protein-coding			WP_302091077.1	TonB-dependent siderophore receptor	845	QYQ99_RS01305
NZ_CP129672.1	309283	310269		minus	FecR family protein			protein-coding			WP_302091078.1	FecR family protein	328	QYQ99_RS01310
NZ_CP129672.1	310266	310733		minus	sigma-70 family RNA polymerase sigma factor			protein-coding			WP_302091079.1	sigma-70 family RNA polymerase sigma factor	155	QYQ99_RS01315
NZ_CP129672.1	310932	311837		minus	class A beta-lactamase	bla		protein-coding			WP_302091080.1	class A beta-lactamase	301	QYQ99_RS01320
NZ_CP129672.1	311951	312814		plus	LysR family transcriptional regulator			protein-coding			WP_302091081.1	LysR family transcriptional regulator	287	QYQ99_RS01325
NZ_CP129672.1	312953	313669		plus	glutathione S-transferase			protein-coding			WP_302091082.1	glutathione S-transferase	238	QYQ99_RS01330
NZ_CP129672.1	313788	314288		minus	disulfide bond formation protein B			protein-coding			WP_437439072.1	disulfide bond formation protein B	166	QYQ99_RS01335
NZ_CP129672.1	314463	315590		minus	sulfate/molybdate ABC transporter ATP-binding protein			protein-coding			WP_034369785.1	sulfate/molybdate ABC transporter ATP-binding protein	375	QYQ99_RS01340
NZ_CP129672.1	315620	316660		minus	sulfate ABC transporter permease subunit CysW	cysW		protein-coding			WP_302091084.1	sulfate ABC transporter permease subunit CysW	346	QYQ99_RS01345
NZ_CP129672.1	316662	317519		minus	sulfate ABC transporter permease subunit CysT	cysT		protein-coding			WP_034369782.1	sulfate ABC transporter permease subunit CysT	285	QYQ99_RS01350
NZ_CP129672.1	317676	318677		minus	sulfate ABC transporter substrate-binding protein			protein-coding			WP_034369780.1	sulfate ABC transporter substrate-binding protein	333	QYQ99_RS01355
NZ_CP129672.1	318895	319482		minus	RBBP9/YdeN family alpha/beta hydrolase			protein-coding			WP_302091085.1	RBBP9/YdeN family alpha/beta hydrolase	195	QYQ99_RS01360
NZ_CP129672.1	319624	320565		minus	LysR family transcriptional regulator			protein-coding			WP_302091086.1	LysR family transcriptional regulator	313	QYQ99_RS01365
NZ_CP129672.1	320760	321377		plus	FMN-dependent NADH-azoreductase			protein-coding			WP_302091087.1	FMN-dependent NADH-azoreductase	205	QYQ99_RS01370
NZ_CP129672.1	321609	322010		plus	hypothetical protein			protein-coding			WP_302091088.1	hypothetical protein	133	QYQ99_RS01375
NZ_CP129672.1	322051	322830		minus	SDR family oxidoreductase			protein-coding			WP_437439073.1	SDR family oxidoreductase	259	QYQ99_RS01380
NZ_CP129672.1	323038	324036		minus	ABC transporter substrate-binding protein			protein-coding			WP_302091090.1	ABC transporter substrate-binding protein	332	QYQ99_RS01385
NZ_CP129672.1	324059	324847		minus	ABC transporter permease			protein-coding			WP_302091091.1	ABC transporter permease	262	QYQ99_RS01390
NZ_CP129672.1	324844	325581		minus	ABC transporter ATP-binding protein			protein-coding			WP_302093083.1	ABC transporter ATP-binding protein	245	QYQ99_RS01395
NZ_CP129672.1	325607	327073		minus	acyl-CoA reductase			protein-coding			WP_302091092.1	acyl-CoA reductase	488	QYQ99_RS01400
NZ_CP129672.1	327070	328164		minus	long-chain fatty acid--CoA ligase			protein-coding			WP_302091093.1	long-chain fatty acid--CoA ligase	364	QYQ99_RS01405
NZ_CP129672.1	328638	330767		plus	TonB-dependent receptor family protein			protein-coding			WP_302091094.1	TonB-dependent receptor family protein	709	QYQ99_RS01410
NZ_CP129672.1	331387	332136		plus	energy-coupling factor ABC transporter ATP-binding protein			protein-coding			WP_302091095.1	energy-coupling factor ABC transporter ATP-binding protein	249	QYQ99_RS01415
NZ_CP129672.1	332129	332722		plus	energy-coupling factor transporter transmembrane component T family protein			protein-coding			WP_302091096.1	energy-coupling factor transporter transmembrane component T family protein	197	QYQ99_RS01420
NZ_CP129672.1	332733	333326		plus	biotin transporter BioY			protein-coding			WP_302091097.1	biotin transporter BioY	197	QYQ99_RS01425
NZ_CP129672.1	333323	334834		plus	AMP-binding protein			protein-coding			WP_302091098.1	AMP-binding protein	503	QYQ99_RS01430
NZ_CP129672.1	334840	336063		plus	beta-ketoacyl synthase N-terminal-like domain-containing protein			protein-coding			WP_302091099.1	beta-ketoacyl synthase N-terminal-like domain-containing protein	407	QYQ99_RS01435
